index,dt,day,month,year,City,AverageTemperature,AverageTemperatureUncertainty,Latitude,Longitude
54115,1947-04-01,1,4,1947,Chicago,6.45,0.162,42.59N,87.27W
54116,1947-05-01,1,5,1947,Chicago,8.802,0.239,42.59N,87.27W
54117,1947-06-01,1,6,1947,Chicago,15.777,0.252,42.59N,87.27W
54118,1947-07-01,1,7,1947,Chicago,20.717,0.199,42.59N,87.27W
54119,1947-08-01,1,8,1947,Chicago,26.372,0.199,42.59N,87.27W
54120,1947-09-01,1,9,1947,Chicago,20.102,0.215,42.59N,87.27W
54121,1947-10-01,1,10,1947,Chicago,17.724,0.241,42.59N,87.27W
54122,1947-11-01,1,11,1947,Chicago,4.372,0.294,42.59N,87.27W
54123,1947-12-01,1,12,1947,Chicago,2.104,0.255,42.59N,87.27W
54124,1948-01-01,1,1,1948,Chicago,-3.529,0.235,42.59N,87.27W
54125,1948-02-01,1,2,1948,Chicago,-0.513,0.173,42.59N,87.27W
54126,1948-03-01,1,3,1948,Chicago,2.96,0.144,42.59N,87.27W
54127,1948-04-01,1,4,1948,Chicago,9.737,0.13,42.59N,87.27W
54128,1948-05-01,1,5,1948,Chicago,9.71,0.433,42.59N,87.27W
54129,1948-06-01,1,6,1948,Chicago,16.583,0.309,42.59N,87.27W
54130,1948-07-01,1,7,1948,Chicago,22.52,0.254,42.59N,87.27W
54131,1948-08-01,1,8,1948,Chicago,23.124,0.183,42.59N,87.27W
54132,1948-09-01,1,9,1948,Chicago,20.659,0.104,42.59N,87.27W
54133,1948-10-01,1,10,1948,Chicago,12.035,0.146,42.59N,87.27W
54134,1948-11-01,1,11,1948,Chicago,9.12,0.112,42.59N,87.27W
54135,1948-12-01,1,12,1948,Chicago,2.478,0.248,42.59N,87.27W
54136,1949-01-01,1,1,1949,Chicago,1.861,0.287,42.59N,87.27W
54137,1949-02-01,1,2,1949,Chicago,0.8029999999999999,0.384,42.59N,87.27W
54138,1949-03-01,1,3,1949,Chicago,3.703,0.204,42.59N,87.27W
54139,1949-04-01,1,4,1949,Chicago,6.892,0.177,42.59N,87.27W
54140,1949-05-01,1,5,1949,Chicago,12.503,0.238,42.59N,87.27W
54141,1949-06-01,1,6,1949,Chicago,19.632,0.286,42.59N,87.27W
54142,1949-07-01,1,7,1949,Chicago,23.725,0.269,42.59N,87.27W
54143,1949-08-01,1,8,1949,Chicago,23.244,0.29,42.59N,87.27W
54144,1949-09-01,1,9,1949,Chicago,16.453,0.228,42.59N,87.27W
54145,1949-10-01,1,10,1949,Chicago,15.104,0.222,42.59N,87.27W
54146,1949-11-01,1,11,1949,Chicago,7.050999999999998,0.21,42.59N,87.27W
54147,1949-12-01,1,12,1949,Chicago,3.2380000000000004,0.35,42.59N,87.27W
54148,1950-01-01,1,1,1950,Chicago,2.5010000000000003,0.252,42.59N,87.27W
54149,1950-02-01,1,2,1950,Chicago,0.008,0.252,42.59N,87.27W
54150,1950-03-01,1,3,1950,Chicago,0.983,0.321,42.59N,87.27W
54151,1950-04-01,1,4,1950,Chicago,3.874,0.357,42.59N,87.27W
54152,1950-05-01,1,5,1950,Chicago,11.718,0.309,42.59N,87.27W
54153,1950-06-01,1,6,1950,Chicago,17.235,0.255,42.59N,87.27W
54154,1950-07-01,1,7,1950,Chicago,20.247,0.229,42.59N,87.27W
54155,1950-08-01,1,8,1950,Chicago,20.643,0.407,42.59N,87.27W
54156,1950-09-01,1,9,1950,Chicago,18.09,0.228,42.59N,87.27W
54157,1950-10-01,1,10,1950,Chicago,15.481,0.077,42.59N,87.27W
54158,1950-11-01,1,11,1950,Chicago,4.635,0.327,42.59N,87.27W
54159,1950-12-01,1,12,1950,Chicago,-2.315,0.37,42.59N,87.27W
54160,1951-01-01,1,1,1951,Chicago,-0.928,0.292,42.59N,87.27W
54161,1951-02-01,1,2,1951,Chicago,0.262,0.347,42.59N,87.27W
54162,1951-03-01,1,3,1951,Chicago,2.721,0.301,42.59N,87.27W
54163,1951-04-01,1,4,1951,Chicago,6.1880000000000015,0.278,42.59N,87.27W
54164,1951-05-01,1,5,1951,Chicago,12.986,0.242,42.59N,87.27W
54165,1951-06-01,1,6,1951,Chicago,15.905,0.403,42.59N,87.27W
54166,1951-07-01,1,7,1951,Chicago,20.9,0.227,42.59N,87.27W
54167,1951-08-01,1,8,1951,Chicago,20.649,0.263,42.59N,87.27W
54168,1951-09-01,1,9,1951,Chicago,17.366,0.308,42.59N,87.27W
54169,1951-10-01,1,10,1951,Chicago,13.664,0.219,42.59N,87.27W
54170,1951-11-01,1,11,1951,Chicago,2.7589999999999995,0.254,42.59N,87.27W
54171,1951-12-01,1,12,1951,Chicago,0.562,0.277,42.59N,87.27W
54172,1952-01-01,1,1,1952,Chicago,0.991,0.326,42.59N,87.27W
54173,1952-02-01,1,2,1952,Chicago,2.645,0.217,42.59N,87.27W
54174,1952-03-01,1,3,1952,Chicago,2.097,0.207,42.59N,87.27W
54175,1952-04-01,1,4,1952,Chicago,8.514000000000001,0.103,42.59N,87.27W
54176,1952-05-01,1,5,1952,Chicago,11.037999999999998,0.197,42.59N,87.27W
54177,1952-06-01,1,6,1952,Chicago,19.318,0.177,42.59N,87.27W
54178,1952-07-01,1,7,1952,Chicago,23.155,0.1689999999999999,42.59N,87.27W
54179,1952-08-01,1,8,1952,Chicago,22.038,0.1669999999999999,42.59N,87.27W
54180,1952-09-01,1,9,1952,Chicago,19.101,0.172,42.59N,87.27W
54181,1952-10-01,1,10,1952,Chicago,10.178,0.181,42.59N,87.27W
54182,1952-11-01,1,11,1952,Chicago,8.276,0.142,42.59N,87.27W
54183,1952-12-01,1,12,1952,Chicago,3.599,0.215,42.59N,87.27W
54184,1953-01-01,1,1,1953,Chicago,2.128,0.27,42.59N,87.27W
54185,1953-02-01,1,2,1953,Chicago,2.643,0.203,42.59N,87.27W
54186,1953-03-01,1,3,1953,Chicago,4.507,0.223,42.59N,87.27W
54187,1953-04-01,1,4,1953,Chicago,5.806,0.258,42.59N,87.27W
54188,1953-05-01,1,5,1953,Chicago,12.382,0.226,42.59N,87.27W
54189,1953-06-01,1,6,1953,Chicago,19.145,0.216,42.59N,87.27W
54190,1953-07-01,1,7,1953,Chicago,22.665,0.126,42.59N,87.27W
54191,1953-08-01,1,8,1953,Chicago,23.379,0.182,42.59N,87.27W
54192,1953-09-01,1,9,1953,Chicago,19.363,0.118,42.59N,87.27W
54193,1953-10-01,1,10,1953,Chicago,15.375,0.188,42.59N,87.27W
54194,1953-11-01,1,11,1953,Chicago,9.155,0.12,42.59N,87.27W
54195,1953-12-01,1,12,1953,Chicago,3.4610000000000003,0.227,42.59N,87.27W
54196,1954-01-01,1,1,1954,Chicago,0.3819999999999999,0.262,42.59N,87.27W
54197,1954-02-01,1,2,1954,Chicago,5.229,0.118,42.59N,87.27W
54198,1954-03-01,1,3,1954,Chicago,2.399,0.275,42.59N,87.27W
54199,1954-04-01,1,4,1954,Chicago,9.31,0.289,42.59N,87.27W
54200,1954-05-01,1,5,1954,Chicago,9.493,0.196,42.59N,87.27W
54201,1954-06-01,1,6,1954,Chicago,19.439,0.204,42.59N,87.27W
54202,1954-07-01,1,7,1954,Chicago,21.756,0.258,42.59N,87.27W
54203,1954-08-01,1,8,1954,Chicago,21.799,0.123,42.59N,87.27W
54204,1954-09-01,1,9,1954,Chicago,19.896,0.26,42.59N,87.27W
54205,1954-10-01,1,10,1954,Chicago,13.267,0.1669999999999999,42.59N,87.27W
54206,1954-11-01,1,11,1954,Chicago,7.874,0.219,42.59N,87.27W
54207,1954-12-01,1,12,1954,Chicago,2.417,0.184,42.59N,87.27W
54208,1955-01-01,1,1,1955,Chicago,-0.3059999999999998,0.239,42.59N,87.27W
54209,1955-02-01,1,2,1955,Chicago,0.4300000000000001,0.128,42.59N,87.27W
54210,1955-03-01,1,3,1955,Chicago,3.179,0.131,42.59N,87.27W
54211,1955-04-01,1,4,1955,Chicago,10.958,0.15,42.59N,87.27W
54212,1955-05-01,1,5,1955,Chicago,13.103,0.246,42.59N,87.27W
54213,1955-06-01,1,6,1955,Chicago,16.602999999999998,0.209,42.59N,87.27W
54214,1955-07-01,1,7,1955,Chicago,24.831,0.159,42.59N,87.27W
54215,1955-08-01,1,8,1955,Chicago,25.256,0.153,42.59N,87.27W
54216,1955-09-01,1,9,1955,Chicago,19.382,0.179,42.59N,87.27W
54217,1955-10-01,1,10,1955,Chicago,14.059,0.206,42.59N,87.27W
54218,1955-11-01,1,11,1955,Chicago,4.824,0.264,42.59N,87.27W
54219,1955-12-01,1,12,1955,Chicago,-0.1759999999999999,0.252,42.59N,87.27W
54220,1956-01-01,1,1,1956,Chicago,0.971,0.269,42.59N,87.27W
54221,1956-02-01,1,2,1956,Chicago,0.6859999999999999,0.227,42.59N,87.27W
54222,1956-03-01,1,3,1956,Chicago,2.1590000000000003,0.331,42.59N,87.27W
54223,1956-04-01,1,4,1956,Chicago,6.327000000000001,0.225,42.59N,87.27W
54224,1956-05-01,1,5,1956,Chicago,11.279000000000002,0.22,42.59N,87.27W
54225,1956-06-01,1,6,1956,Chicago,19.106,0.273,42.59N,87.27W
54226,1956-07-01,1,7,1956,Chicago,20.738000000000003,0.24,42.59N,87.27W
54227,1956-08-01,1,8,1956,Chicago,22.564,0.194,42.59N,87.27W
54228,1956-09-01,1,9,1956,Chicago,17.954,0.248,42.59N,87.27W
54229,1956-10-01,1,10,1956,Chicago,15.932,0.209,42.59N,87.27W
54230,1956-11-01,1,11,1956,Chicago,7.282,0.39,42.59N,87.27W
54231,1956-12-01,1,12,1956,Chicago,3.591,0.35,42.59N,87.27W
54232,1957-01-01,1,1,1957,Chicago,-3.144,0.414,42.59N,87.27W
54233,1957-02-01,1,2,1957,Chicago,2.7660000000000005,0.163,42.59N,87.27W
54234,1957-03-01,1,3,1957,Chicago,3.717,0.247,42.59N,87.27W
54235,1957-04-01,1,4,1957,Chicago,7.701,0.38,42.59N,87.27W
54236,1957-05-01,1,5,1957,Chicago,10.986,0.22,42.59N,87.27W
54237,1957-06-01,1,6,1957,Chicago,17.77,0.397,42.59N,87.27W
54238,1957-07-01,1,7,1957,Chicago,22.346,0.4370000000000001,42.59N,87.27W
54239,1957-08-01,1,8,1957,Chicago,22.264,0.6970000000000001,42.59N,87.27W
54240,1957-09-01,1,9,1957,Chicago,17.804000000000002,0.482,42.59N,87.27W
54241,1957-10-01,1,10,1957,Chicago,11.666,0.4920000000000001,42.59N,87.27W
54242,1957-11-01,1,11,1957,Chicago,6.988,0.208,42.59N,87.27W
54243,1957-12-01,1,12,1957,Chicago,4.172,0.191,42.59N,87.27W
54244,1958-01-01,1,1,1958,Chicago,0.1959999999999999,0.328,42.59N,87.27W
54245,1958-02-01,1,2,1958,Chicago,-2.954,0.473,42.59N,87.27W
54246,1958-03-01,1,3,1958,Chicago,3.487,0.25,42.59N,87.27W
54247,1958-04-01,1,4,1958,Chicago,8.113999999999999,0.189,42.59N,87.27W
54248,1958-05-01,1,5,1958,Chicago,12.079,0.3720000000000001,42.59N,87.27W
54249,1958-06-01,1,6,1958,Chicago,14.681,0.333,42.59N,87.27W
54250,1958-07-01,1,7,1958,Chicago,21.01,0.357,42.59N,87.27W
54251,1958-08-01,1,8,1958,Chicago,22.761,0.273,42.59N,87.27W
54252,1958-09-01,1,9,1958,Chicago,19.009,0.216,42.59N,87.27W
54253,1958-10-01,1,10,1958,Chicago,14.493,0.22,42.59N,87.27W
54254,1958-11-01,1,11,1958,Chicago,8.201,0.214,42.59N,87.27W
54255,1958-12-01,1,12,1958,Chicago,-2.264,0.274,42.59N,87.27W
54256,1959-01-01,1,1,1959,Chicago,-3.827,0.353,42.59N,87.27W
54257,1959-02-01,1,2,1959,Chicago,-1.334,0.26,42.59N,87.27W
54258,1959-03-01,1,3,1959,Chicago,2.676,0.398,42.59N,87.27W
54259,1959-04-01,1,4,1959,Chicago,7.266,0.293,42.59N,87.27W
54260,1959-05-01,1,5,1959,Chicago,14.703,0.19,42.59N,87.27W
54261,1959-06-01,1,6,1959,Chicago,18.617,0.194,42.59N,87.27W
54262,1959-07-01,1,7,1959,Chicago,21.615,0.327,42.59N,87.27W
54263,1959-08-01,1,8,1959,Chicago,25.149,0.205,42.59N,87.27W
54264,1959-09-01,1,9,1959,Chicago,20.385,0.329,42.59N,87.27W
54265,1959-10-01,1,10,1959,Chicago,11.648,0.191,42.59N,87.27W
54266,1959-11-01,1,11,1959,Chicago,3.3280000000000003,0.192,42.59N,87.27W
54267,1959-12-01,1,12,1959,Chicago,4.946000000000001,0.296,42.59N,87.27W
54268,1960-01-01,1,1,1960,Chicago,1.402,0.257,42.59N,87.27W
54269,1960-02-01,1,2,1960,Chicago,-0.008,0.293,42.59N,87.27W
54270,1960-03-01,1,3,1960,Chicago,-2.318,0.369,42.59N,87.27W
54271,1960-04-01,1,4,1960,Chicago,9.149,0.26,42.59N,87.27W
54272,1960-05-01,1,5,1960,Chicago,10.803,0.363,42.59N,87.27W
54273,1960-06-01,1,6,1960,Chicago,16.312,0.344,42.59N,87.27W
54274,1960-07-01,1,7,1960,Chicago,20.918000000000003,0.329,42.59N,87.27W
54275,1960-08-01,1,8,1960,Chicago,22.966,0.327,42.59N,87.27W
54276,1960-09-01,1,9,1960,Chicago,20.641,0.209,42.59N,87.27W
54277,1960-10-01,1,10,1960,Chicago,13.119000000000002,0.113,42.59N,87.27W
54278,1960-11-01,1,11,1960,Chicago,8.418,0.209,42.59N,87.27W
54279,1960-12-01,1,12,1960,Chicago,-0.048,0.207,42.59N,87.27W
54280,1961-01-01,1,1,1961,Chicago,-1.103,0.304,42.59N,87.27W
54281,1961-02-01,1,2,1961,Chicago,3.367,0.262,42.59N,87.27W
54282,1961-03-01,1,3,1961,Chicago,5.223,0.199,42.59N,87.27W
54283,1961-04-01,1,4,1961,Chicago,5.141,0.322,42.59N,87.27W
54284,1961-05-01,1,5,1961,Chicago,10.005,0.138,42.59N,87.27W
54285,1961-06-01,1,6,1961,Chicago,17.43,0.3229999999999999,42.59N,87.27W
54286,1961-07-01,1,7,1961,Chicago,21.61,0.214,42.59N,87.27W
54287,1961-08-01,1,8,1961,Chicago,22.783,0.163,42.59N,87.27W
54288,1961-09-01,1,9,1961,Chicago,20.715,0.173,42.59N,87.27W
54289,1961-10-01,1,10,1961,Chicago,13.893,0.306,42.59N,87.27W
54290,1961-11-01,1,11,1961,Chicago,7.306999999999999,0.217,42.59N,87.27W
54291,1961-12-01,1,12,1961,Chicago,0.53,0.175,42.59N,87.27W
54292,1962-01-01,1,1,1962,Chicago,-3.386,0.269,42.59N,87.27W
54293,1962-02-01,1,2,1962,Chicago,-1.24,0.197,42.59N,87.27W
54294,1962-03-01,1,3,1962,Chicago,2.325,0.246,42.59N,87.27W
54295,1962-04-01,1,4,1962,Chicago,7.366,0.265,42.59N,87.27W
54296,1962-05-01,1,5,1962,Chicago,14.959,0.239,42.59N,87.27W
54297,1962-06-01,1,6,1962,Chicago,17.736,0.495,42.59N,87.27W
54298,1962-07-01,1,7,1962,Chicago,20.201,0.283,42.59N,87.27W
54299,1962-08-01,1,8,1962,Chicago,22.724,0.316,42.59N,87.27W
54300,1962-09-01,1,9,1962,Chicago,17.498,0.245,42.59N,87.27W
54301,1962-10-01,1,10,1962,Chicago,14.441,0.359,42.59N,87.27W
54302,1962-11-01,1,11,1962,Chicago,7.455,0.148,42.59N,87.27W
54303,1962-12-01,1,12,1962,Chicago,-0.1599999999999999,0.22,42.59N,87.27W
54304,1963-01-01,1,1,1963,Chicago,-6.042000000000001,0.297,42.59N,87.27W
54305,1963-02-01,1,2,1963,Chicago,-3.992,0.1639999999999999,42.59N,87.27W
54306,1963-03-01,1,3,1963,Chicago,4.709,0.12,42.59N,87.27W
54307,1963-04-01,1,4,1963,Chicago,8.663,0.194,42.59N,87.27W
54308,1963-05-01,1,5,1963,Chicago,10.845999999999998,0.354,42.59N,87.27W
54309,1963-06-01,1,6,1963,Chicago,18.527,0.336,42.59N,87.27W
54310,1963-07-01,1,7,1963,Chicago,22.119,0.293,42.59N,87.27W
54311,1963-08-01,1,8,1963,Chicago,21.126,0.187,42.59N,87.27W
54312,1963-09-01,1,9,1963,Chicago,18.525,0.301,42.59N,87.27W
54313,1963-10-01,1,10,1963,Chicago,17.738,0.152,42.59N,87.27W
54314,1963-11-01,1,11,1963,Chicago,9.777,0.221,42.59N,87.27W
54315,1963-12-01,1,12,1963,Chicago,-3.26,0.438,42.59N,87.27W
54316,1964-01-01,1,1,1964,Chicago,2.563,0.273,42.59N,87.27W
54317,1964-02-01,1,2,1964,Chicago,1.218,0.233,42.59N,87.27W
54318,1964-03-01,1,3,1964,Chicago,3.307,0.243,42.59N,87.27W
54319,1964-04-01,1,4,1964,Chicago,8.280000000000001,0.201,42.59N,87.27W
54320,1964-05-01,1,5,1964,Chicago,14.68,0.224,42.59N,87.27W
54321,1964-06-01,1,6,1964,Chicago,18.488,0.409,42.59N,87.27W
54322,1964-07-01,1,7,1964,Chicago,22.594,0.286,42.59N,87.27W
54323,1964-08-01,1,8,1964,Chicago,21.431,0.296,42.59N,87.27W
54324,1964-09-01,1,9,1964,Chicago,18.701,0.183,42.59N,87.27W
54325,1964-10-01,1,10,1964,Chicago,11.603,0.321,42.59N,87.27W
54326,1964-11-01,1,11,1964,Chicago,9.196,0.196,42.59N,87.27W
54327,1964-12-01,1,12,1964,Chicago,0.6290000000000001,0.267,42.59N,87.27W
54328,1965-01-01,1,1,1965,Chicago,-0.6959999999999998,0.28,42.59N,87.27W
54329,1965-02-01,1,2,1965,Chicago,-0.517,0.284,42.59N,87.27W
54330,1965-03-01,1,3,1965,Chicago,-0.3930000000000001,0.398,42.59N,87.27W
54331,1965-04-01,1,4,1965,Chicago,6.292000000000001,0.218,42.59N,87.27W
54332,1965-05-01,1,5,1965,Chicago,14.316,0.396,42.59N,87.27W
54333,1965-06-01,1,6,1965,Chicago,17.023,0.605,42.59N,87.27W
54334,1965-07-01,1,7,1965,Chicago,21.091,0.369,42.59N,87.27W
54335,1965-08-01,1,8,1965,Chicago,21.425,0.175,42.59N,87.27W
54336,1965-09-01,1,9,1965,Chicago,18.814,0.232,42.59N,87.27W
54337,1965-10-01,1,10,1965,Chicago,13.175999999999998,0.298,42.59N,87.27W
54338,1965-11-01,1,11,1965,Chicago,8.016,0.305,42.59N,87.27W
54339,1965-12-01,1,12,1965,Chicago,5.494,0.288,42.59N,87.27W
54340,1966-01-01,1,1,1966,Chicago,-3.49,0.311,42.59N,87.27W
54341,1966-02-01,1,2,1966,Chicago,0.334,0.295,42.59N,87.27W
54342,1966-03-01,1,3,1966,Chicago,5.178999999999999,0.258,42.59N,87.27W
54343,1966-04-01,1,4,1966,Chicago,5.99,0.15,42.59N,87.27W
54344,1966-05-01,1,5,1966,Chicago,9.0,0.19,42.59N,87.27W
54345,1966-06-01,1,6,1966,Chicago,18.379,0.251,42.59N,87.27W
54346,1966-07-01,1,7,1966,Chicago,23.444000000000003,0.311,42.59N,87.27W
54347,1966-08-01,1,8,1966,Chicago,21.703000000000003,0.277,42.59N,87.27W
54348,1966-09-01,1,9,1966,Chicago,18.135,0.23,42.59N,87.27W
54349,1966-10-01,1,10,1966,Chicago,12.477,0.271,42.59N,87.27W
54350,1966-11-01,1,11,1966,Chicago,7.914,0.1639999999999999,42.59N,87.27W
54351,1966-12-01,1,12,1966,Chicago,1.514,0.154,42.59N,87.27W
54352,1967-01-01,1,1,1967,Chicago,1.6880000000000002,0.242,42.59N,87.27W
54353,1967-02-01,1,2,1967,Chicago,-2.474,0.359,42.59N,87.27W
54354,1967-03-01,1,3,1967,Chicago,3.728,0.227,42.59N,87.27W
54355,1967-04-01,1,4,1967,Chicago,7.88,0.179,42.59N,87.27W
54356,1967-05-01,1,5,1967,Chicago,9.228,0.268,42.59N,87.27W
54357,1967-06-01,1,6,1967,Chicago,18.596,0.332,42.59N,87.27W
54358,1967-07-01,1,7,1967,Chicago,20.416,0.4270000000000001,42.59N,87.27W
54359,1967-08-01,1,8,1967,Chicago,20.215,0.388,42.59N,87.27W
54360,1967-09-01,1,9,1967,Chicago,17.904,0.234,42.59N,87.27W
54361,1967-10-01,1,10,1967,Chicago,12.630999999999998,0.185,42.59N,87.27W
54362,1967-11-01,1,11,1967,Chicago,5.406000000000001,0.16,42.59N,87.27W
54363,1967-12-01,1,12,1967,Chicago,2.919,0.152,42.59N,87.27W
54364,1968-01-01,1,1,1968,Chicago,-0.7,0.1689999999999999,42.59N,87.27W
54365,1968-02-01,1,2,1968,Chicago,-1.5750000000000002,0.207,42.59N,87.27W
54366,1968-03-01,1,3,1968,Chicago,6.693,0.296,42.59N,87.27W
54367,1968-04-01,1,4,1968,Chicago,8.964,0.304,42.59N,87.27W
54368,1968-05-01,1,5,1968,Chicago,10.395,0.114,42.59N,87.27W
54369,1968-06-01,1,6,1968,Chicago,17.908,0.371,42.59N,87.27W
54370,1968-07-01,1,7,1968,Chicago,21.437,0.246,42.59N,87.27W
54371,1968-08-01,1,8,1968,Chicago,23.094,0.267,42.59N,87.27W
54372,1968-09-01,1,9,1968,Chicago,19.301,0.201,42.59N,87.27W
54373,1968-10-01,1,10,1968,Chicago,13.919,0.213,42.59N,87.27W
54374,1968-11-01,1,11,1968,Chicago,7.377000000000001,0.099,42.59N,87.27W
54375,1968-12-01,1,12,1968,Chicago,1.135,0.132,42.59N,87.27W
54376,1969-01-01,1,1,1969,Chicago,-1.7939999999999998,0.319,42.59N,87.27W
54377,1969-02-01,1,2,1969,Chicago,1.275,0.178,42.59N,87.27W
54378,1969-03-01,1,3,1969,Chicago,1.905,0.243,42.59N,87.27W
54379,1969-04-01,1,4,1969,Chicago,8.224,0.376,42.59N,87.27W
54380,1969-05-01,1,5,1969,Chicago,12.057,0.294,42.59N,87.27W
54381,1969-06-01,1,6,1969,Chicago,14.949000000000002,0.421,42.59N,87.27W
54382,1969-07-01,1,7,1969,Chicago,21.642,0.265,42.59N,87.27W
54383,1969-08-01,1,8,1969,Chicago,23.576,0.28,42.59N,87.27W
54384,1969-09-01,1,9,1969,Chicago,19.069000000000003,0.208,42.59N,87.27W
54385,1969-10-01,1,10,1969,Chicago,12.189,0.203,42.59N,87.27W
54386,1969-11-01,1,11,1969,Chicago,5.9270000000000005,0.1689999999999999,42.59N,87.27W
54387,1969-12-01,1,12,1969,Chicago,1.382,0.21,42.59N,87.27W
54388,1970-01-01,1,1,1970,Chicago,-4.081,0.4370000000000001,42.59N,87.27W
54389,1970-02-01,1,2,1970,Chicago,-0.439,0.214,42.59N,87.27W
54390,1970-03-01,1,3,1970,Chicago,1.831,0.219,42.59N,87.27W
54391,1970-04-01,1,4,1970,Chicago,8.209,0.275,42.59N,87.27W
54392,1970-05-01,1,5,1970,Chicago,13.154000000000002,0.294,42.59N,87.27W
54393,1970-06-01,1,6,1970,Chicago,17.861,0.266,42.59N,87.27W
54394,1970-07-01,1,7,1970,Chicago,22.621,0.261,42.59N,87.27W
54395,1970-08-01,1,8,1970,Chicago,23.02,0.322,42.59N,87.27W
54396,1970-09-01,1,9,1970,Chicago,19.1,0.129,42.59N,87.27W
54397,1970-10-01,1,10,1970,Chicago,14.136,0.258,42.59N,87.27W
54398,1970-11-01,1,11,1970,Chicago,6.853999999999999,0.186,42.59N,87.27W
54399,1970-12-01,1,12,1970,Chicago,1.857,0.188,42.59N,87.27W
54400,1971-01-01,1,1,1971,Chicago,-3.572,0.272,42.59N,87.27W
54401,1971-02-01,1,2,1971,Chicago,-0.156,0.34,42.59N,87.27W
54402,1971-03-01,1,3,1971,Chicago,1.7,0.203,42.59N,87.27W
54403,1971-04-01,1,4,1971,Chicago,6.876,0.218,42.59N,87.27W
54404,1971-05-01,1,5,1971,Chicago,10.701,0.197,42.59N,87.27W
54405,1971-06-01,1,6,1971,Chicago,19.812,0.217,42.59N,87.27W
54406,1971-07-01,1,7,1971,Chicago,20.732,0.307,42.59N,87.27W
54407,1971-08-01,1,8,1971,Chicago,21.488000000000003,0.301,42.59N,87.27W
54408,1971-09-01,1,9,1971,Chicago,20.758000000000003,0.244,42.59N,87.27W
54409,1971-10-01,1,10,1971,Chicago,16.922,0.219,42.59N,87.27W
54410,1971-11-01,1,11,1971,Chicago,7.298999999999999,0.087,42.59N,87.27W
54411,1971-12-01,1,12,1971,Chicago,4.385,0.207,42.59N,87.27W
54412,1972-01-01,1,1,1972,Chicago,-2.1,0.314,42.59N,87.27W
54413,1972-02-01,1,2,1972,Chicago,-1.195,0.265,42.59N,87.27W
54414,1972-03-01,1,3,1972,Chicago,1.766,0.118,42.59N,87.27W
54415,1972-04-01,1,4,1972,Chicago,5.582999999999999,0.346,42.59N,87.27W
54416,1972-05-01,1,5,1972,Chicago,13.037,0.385,42.59N,87.27W
54417,1972-06-01,1,6,1972,Chicago,15.69,0.376,42.59N,87.27W
54418,1972-07-01,1,7,1972,Chicago,21.218000000000004,0.31,42.59N,87.27W
54419,1972-08-01,1,8,1972,Chicago,22.307,0.218,42.59N,87.27W
54420,1972-09-01,1,9,1972,Chicago,18.792,0.264,42.59N,87.27W
54421,1972-10-01,1,10,1972,Chicago,11.119000000000002,0.3,42.59N,87.27W
54422,1972-11-01,1,11,1972,Chicago,6.149,0.205,42.59N,87.27W
54423,1972-12-01,1,12,1972,Chicago,0.302,0.233,42.59N,87.27W
54424,1973-01-01,1,1,1973,Chicago,2.0,0.26,42.59N,87.27W
54425,1973-02-01,1,2,1973,Chicago,1.082,0.268,42.59N,87.27W
54426,1973-03-01,1,3,1973,Chicago,8.026,0.353,42.59N,87.27W
54427,1973-04-01,1,4,1973,Chicago,7.437,0.263,42.59N,87.27W
54428,1973-05-01,1,5,1973,Chicago,10.216,0.453,42.59N,87.27W
54429,1973-06-01,1,6,1973,Chicago,19.267,0.207,42.59N,87.27W
54430,1973-07-01,1,7,1973,Chicago,22.554,0.218,42.59N,87.27W
54431,1973-08-01,1,8,1973,Chicago,23.776,0.338,42.59N,87.27W
54432,1973-09-01,1,9,1973,Chicago,19.542,0.161,42.59N,87.27W
54433,1973-10-01,1,10,1973,Chicago,15.678,0.219,42.59N,87.27W
54434,1973-11-01,1,11,1973,Chicago,7.8039999999999985,0.139,42.59N,87.27W
54435,1973-12-01,1,12,1973,Chicago,1.247,0.175,42.59N,87.27W
54436,1974-01-01,1,1,1974,Chicago,0.1390000000000002,0.211,42.59N,87.27W
54437,1974-02-01,1,2,1974,Chicago,-0.507,0.329,42.59N,87.27W
54438,1974-03-01,1,3,1974,Chicago,4.118,0.274,42.59N,87.27W
54439,1974-04-01,1,4,1974,Chicago,8.780000000000001,0.295,42.59N,87.27W
54440,1974-05-01,1,5,1974,Chicago,10.3,0.245,42.59N,87.27W
54441,1974-06-01,1,6,1974,Chicago,16.2,0.196,42.59N,87.27W
54442,1974-07-01,1,7,1974,Chicago,22.689,0.228,42.59N,87.27W
54443,1974-08-01,1,8,1974,Chicago,21.999,0.369,42.59N,87.27W
54444,1974-09-01,1,9,1974,Chicago,16.919,0.3,42.59N,87.27W
54445,1974-10-01,1,10,1974,Chicago,12.552,0.196,42.59N,87.27W
54446,1974-11-01,1,11,1974,Chicago,7.792999999999998,0.324,42.59N,87.27W
54447,1974-12-01,1,12,1974,Chicago,3.1580000000000004,0.247,42.59N,87.27W
54448,1975-01-01,1,1,1975,Chicago,1.3889999999999998,0.264,42.59N,87.27W
54449,1975-02-01,1,2,1975,Chicago,0.379,0.318,42.59N,87.27W
54450,1975-03-01,1,3,1975,Chicago,1.759,0.172,42.59N,87.27W
54451,1975-04-01,1,4,1975,Chicago,4.641,0.191,42.59N,87.27W
54452,1975-05-01,1,5,1975,Chicago,14.018,0.242,42.59N,87.27W
54453,1975-06-01,1,6,1975,Chicago,18.446,0.178,42.59N,87.27W
